"video_id","word","n","totalVideo","freqVideo","date","title","viewCount","likeCount","dislikeCount","commentCount","source","totalSource","freqSource"
"_u86npjGe7w","beauty",2,1,2,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000825423029302518
"EVe6zujlnvI","beauty",2,1,2,2017-04-25,"Watch This 1980s Supermodel’s Spectacular Age-Defying Beauty Routine | Beauty Secrets | Vogue",7494355,239680,3022,11920,"Vogue",2423,0.000825423029302518
"iynyZLWqjQ8","beauty",2,1,2,2016-11-09,"Ashley Graham's Red Carpet Beauty Look | Beauty Secrets | Vogue",1221057,26221,275,561,"Vogue",2423,0.000825423029302518
"rfmXkhBieXA","beauty",2,1,2,2017-08-22,"Kendall Jenner Shares Her Morning Beauty Routine | Beauty Secrets | Vogue",12808708,232136,10115,6745,"Vogue",2423,0.000825423029302518
"54P9umd87es","beauty",2,1,2,2017-09-05,"Rita Ora Does Day-to-Night Bombshell Beauty | Beauty Secrets | Vogue",1291185,25052,686,669,"Vogue",2423,0.000825423029302518
"eoganOAP_rA","vogue",2,1,2,2017-05-26,"Model Grace Hartzel Gets the Vogue Girl Look | Beauty Secrets | Vogue",1153169,21579,507,799,"Vogue",2423,0.000825423029302518
"FrBGUzdZ6PU","beauty",2,1,2,2017-01-09,"Drew Barrymore’s Genius Guide to On-the-Go Beauty | Beauty Secrets | Vogue",853656,11476,194,396,"Vogue",2423,0.000825423029302518
"GhKmxtGTcCw","vogue",2,1,2,2017-09-29,"Workin’ 9 to 5: Inside the Vogue Office! ft. Kate Upton, Elsa Hosk, Joan Smalls & More | Vogue",338820,12239,115,333,"Vogue",2423,0.000825423029302518
"GuKSrYux-Is","met",2,1,2,2018-05-08,"Cole Sprouse on Interning at the Met and His Artistic Aspirations | Met Gala 2018 With Liza Koshy",1396037,49041,162,1115,"Vogue",2423,0.000825423029302518
"qtXLBcplNJ0","makeup",2,1,2,2016-09-20,"Dree Hemingway’s Real-Girl Guide to No-Makeup Makeup | Beauty Secrets | Vogue",782196,10825,229,163,"Vogue",2423,0.000825423029302518
"symdi5KSJts","fei",2,1,2,2017-11-14,"Model Fei Fei Sun Perform Skin-Care Magic | Beauty Secrets | Vogue",1249161,24354,595,816,"Vogue",2423,0.000825423029302518
"iCepINjKo1s","vogue",2,1,2,2017-08-23,"Kendall Jenner, Selena Gomez, Cindy Crawford, and More Discuss Their First Vogue Covers | Vogue",416962,9500,163,794,"Vogue",2423,0.000825423029302518
"W61trr1tR3c","beauty",2,1,2,2017-06-13,"Hari Nef's 10-Step Beauty Prep for a Night Out | Beauty Secrets | Vogue",556227,13182,573,901,"Vogue",2423,0.000825423029302518
"0xER5urYjsE","vogue",2,1,2,2017-02-09,"Sarah Jessica Parker Narrates the 1950s in Vogue  | Vogue by the Decade",83611,4079,10,94,"Vogue",2423,0.000825423029302518
"ANZU0_nm7xI","beauty",2,1,2,2017-08-01,"Singer Lizzo’s Beauty Secret Is Also the Name of Her New EP | Beauty Secrets | Vogue",122504,2962,91,109,"Vogue",2423,0.000825423029302518
"e2A7qA-2JrM","gala",2,1,2,2018-05-08,"Michael B. Jordan on His High Expectations for the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",822165,24852,73,1354,"Vogue",2423,0.000825423029302518
"e2A7qA-2JrM","met",2,1,2,2018-05-08,"Michael B. Jordan on His High Expectations for the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",822165,24852,73,1354,"Vogue",2423,0.000825423029302518
"eE5vFvt0DN0","vogue",2,1,2,2017-02-16,"Sarah Jessica Parker Narrates the 1920s in Vogue  | Vogue by the Decade",76328,3261,13,52,"Vogue",2423,0.000825423029302518
"Zl5CpGbvaIo","gala",2,1,2,2018-05-08,"Shawn Mendes and Hailey Baldwin on Who Looks Better at the Met Gala | Met Gala 2018 With Liza Koshy",2158862,60557,868,1738,"Vogue",2423,0.000825423029302518
"Zl5CpGbvaIo","met",2,1,2,2018-05-08,"Shawn Mendes and Hailey Baldwin on Who Looks Better at the Met Gala | Met Gala 2018 With Liza Koshy",2158862,60557,868,1738,"Vogue",2423,0.000825423029302518
"aPYHa6RhEhw","vogue",2,1,2,2017-03-14,"Sarah Jessica Parker Narrates the 1960s in Vogue | Vogue by the Decade",68606,2713,19,73,"Vogue",2423,0.000825423029302518
"cR6N3g2qJJQ","gala",2,1,2,2018-05-08,"Lili Reinhart on What She Expects From Her First Met Gala | Met Gala 2018 With Liza Koshy | Vogue",1005587,26377,149,493,"Vogue",2423,0.000825423029302518
"cR6N3g2qJJQ","met",2,1,2,2018-05-08,"Lili Reinhart on What She Expects From Her First Met Gala | Met Gala 2018 With Liza Koshy | Vogue",1005587,26377,149,493,"Vogue",2423,0.000825423029302518
"hoO38nt6ejA","vogue",2,1,2,2016-11-11,"Zendaya Announces 2016 CFDA/Vogue Fashion Fund Winner | Vogue",242766,2854,44,147,"Vogue",2423,0.000825423029302518
"jFZcrADRUxc","vogue",2,1,2,2017-02-23,"Sarah Jessica Parker Narrates 1892-1900s in Vogue  | Vogue by the Decade",45631,1736,5,20,"Vogue",2423,0.000825423029302518
"k1AemRjiQH0","vogue",2,1,2,2017-03-27,"Sarah Jessica Parker Narrates the 1930s in Vogue  | Vogue by the Decade",67096,2580,15,65,"Vogue",2423,0.000825423029302518
"LDWCA7u2Gj0","gala",2,1,2,2018-05-08,"Jaden Smith on His Cozy Look for the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",1085591,28138,275,705,"Vogue",2423,0.000825423029302518
"LDWCA7u2Gj0","met",2,1,2,2018-05-08,"Jaden Smith on His Cozy Look for the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",1085591,28138,275,705,"Vogue",2423,0.000825423029302518
"-Rz-bttm5sE","gala",2,1,2,2017-05-03,"Priyanka Chopra Pulls an Angelina Jolie Fashion Moment at Her First Met Gala | Met Gala 2017",648466,6789,340,404,"Vogue",2423,0.000825423029302518
"-Rz-bttm5sE","met",2,1,2,2017-05-03,"Priyanka Chopra Pulls an Angelina Jolie Fashion Moment at Her First Met Gala | Met Gala 2017",648466,6789,340,404,"Vogue",2423,0.000825423029302518
"LyTAfJ9XFTg","gala",2,1,2,2018-05-08,"Diddy and Cassie on Their Angelic Met Gala Outfits | Met Gala 2018 With Liza Koshy | Vogue",293261,5071,47,134,"Vogue",2423,0.000825423029302518
"LyTAfJ9XFTg","met",2,1,2,2018-05-08,"Diddy and Cassie on Their Angelic Met Gala Outfits | Met Gala 2018 With Liza Koshy | Vogue",293261,5071,47,134,"Vogue",2423,0.000825423029302518
"sw6EofWILhA","million",2,1,2,2016-10-11,"One Million Stories. One Million Lives Changed, Part One: Sri Lanka",85087,564,2,16,"Vogue",2423,0.000825423029302518
"t7jz1mdyzCI","vogue",2,1,2,2017-12-18,"Jordyn Woods Gets Ready for Her First Vogue Shoot | Vogue",223679,7660,720,491,"Vogue",2423,0.000825423029302518
"tiRug9yJhEo","met",2,1,2,2017-05-08,"The Best Moments From the Met Gala’s Vogue x Instagram Studio | Met Gala 2017",207066,5257,120,230,"Vogue",2423,0.000825423029302518
"6pKT6gaj6K4","gala",2,1,2,2018-05-08,"Nicki Minaj on Tempting Men at the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",1899206,41996,541,785,"Vogue",2423,0.000825423029302518
"6pKT6gaj6K4","met",2,1,2,2018-05-08,"Nicki Minaj on Tempting Men at the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",1899206,41996,541,785,"Vogue",2423,0.000825423029302518
"BnoLPlOJXjM","gala",2,1,2,2018-05-08,"Rita Ora on Almost Knocking Off Her Headpiece Before the Met Gala | Met Gala 2018 With Liza Koshy",845958,14799,120,244,"Vogue",2423,0.000825423029302518
"BnoLPlOJXjM","met",2,1,2,2018-05-08,"Rita Ora on Almost Knocking Off Her Headpiece Before the Met Gala | Met Gala 2018 With Liza Koshy",845958,14799,120,244,"Vogue",2423,0.000825423029302518
"DjvMTHzz9YE","koshy",2,1,2,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000825423029302518
"DjvMTHzz9YE","liza",2,1,2,2018-05-08,"Madonna Blesses Liza Koshy and Talks Religious Themes in Her Music | Met Gala 2018 With Liza Koshy",1012593,18778,359,532,"Vogue",2423,0.000825423029302518
"G10whpr6prY","gala",2,1,2,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000825423029302518
"G10whpr6prY","met",2,1,2,2018-05-08,"James Corden on Ocean's 8 and the Met Gala | Met Gala 2018 With Liza Koshy | Vogue",766219,14340,422,479,"Vogue",2423,0.000825423029302518
"mRNZy8caQVs","paris",2,1,2,2016-10-28,"The 19 Best Collections From Paris Fashion Week, On the Coolest Dancers in Paris | Vogue",37998,1609,28,38,"Vogue",2423,0.000825423029302518
"ms9cwNwV_gY","gala",2,1,2,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000825423029302518
"ms9cwNwV_gY","met",2,1,2,2017-05-02,"Wiz Khalifa Shares His Pre-Met Gala Secret | Met Gala 2017",95907,1550,36,46,"Vogue",2423,0.000825423029302518
"QhYHwJC6pbg","gala",2,1,2,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000825423029302518
"QhYHwJC6pbg","met",2,1,2,2017-05-02,"Rihanna on Her Game-Changing Met Gala Red Carpet Look | Met Gala 2017",630751,7911,160,343,"Vogue",2423,0.000825423029302518
"s5y3Kys3Ip4","gala",2,1,2,2016-05-03,"Chloë Sevigny on Ogling Women at the Met Gala and Hating Selfies | Met Gala 2016",45831,329,15,30,"Vogue",2423,0.000825423029302518
"s5y3Kys3Ip4","met",2,1,2,2016-05-03,"Chloë Sevigny on Ogling Women at the Met Gala and Hating Selfies | Met Gala 2016",45831,329,15,30,"Vogue",2423,0.000825423029302518
"SPX0_xgySn0","gala",2,1,2,2018-05-08,"Ashley Graham on How to Survive Your First Met Gala | Met Gala 2018 With Liza Koshy | Vogue",422294,10360,70,183,"Vogue",2423,0.000825423029302518
"SPX0_xgySn0","met",2,1,2,2018-05-08,"Ashley Graham on How to Survive Your First Met Gala | Met Gala 2018 With Liza Koshy | Vogue",422294,10360,70,183,"Vogue",2423,0.000825423029302518
"0emuOcTgBQw","gala",2,1,2,2016-05-03,"Bella Hadid on How Long It Takes to Get Ready for the Met Gala | Met Gala 2016",386123,3591,86,173,"Vogue",2423,0.000825423029302518
"0emuOcTgBQw","met",2,1,2,2016-05-03,"Bella Hadid on How Long It Takes to Get Ready for the Met Gala | Met Gala 2016",386123,3591,86,173,"Vogue",2423,0.000825423029302518
"2hf35gTCC0M","million",2,1,2,2016-10-11,"One Million Stories. One Million Lives Changed, Part Five: The Future",47463,345,3,10,"Vogue",2423,0.000825423029302518
"9eTuI4SLTC8","gala",2,1,2,2017-05-02,"Sean Combs and Cassie Get Ready for the Met Gala | Met Gala 2017",55268,570,24,21,"Vogue",2423,0.000825423029302518
"9eTuI4SLTC8","met",2,1,2,2017-05-02,"Sean Combs and Cassie Get Ready for the Met Gala | Met Gala 2017",55268,570,24,21,"Vogue",2423,0.000825423029302518
"Av1v9eQuBbw","beauty",2,1,2,2016-06-20,"Model Carlotta Kohl's Perfect After-Dark Beauty Look | Beauty Secrets | Vogue",341623,5820,202,82,"Vogue",2423,0.000825423029302518
"oa-lh4QMSeI","supermodel",2,1,2,2017-09-12,"Supermodel Amber Valletta Takes You on a 360° Tour of Her Closet | Supermodel Closets | Vogue",372805,1779,209,128,"Vogue",2423,0.000825423029302518
"OHryNQCqOas","gala",2,1,2,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000825423029302518
"OHryNQCqOas","met",2,1,2,2018-05-08,"Daniel Kaluuya on Looking for Diddy at His First Met Gala | Met Gala 2018 with Liza Koshy",240548,5739,15,124,"Vogue",2423,0.000825423029302518
"155rVNO-v08","million",2,1,2,2016-10-11,"One Million Stories. One Million Lives Changed, Part Three: Margaret",50910,346,4,6,"Vogue",2423,0.000825423029302518
"FtwFuWI-pS4","gala",2,1,2,2017-05-02,"Katy Perry on Her Avant-Garde Met Gala Dress | Met Gala 2017",377041,2856,540,390,"Vogue",2423,0.000825423029302518
"FtwFuWI-pS4","met",2,1,2,2017-05-02,"Katy Perry on Her Avant-Garde Met Gala Dress | Met Gala 2017",377041,2856,540,390,"Vogue",2423,0.000825423029302518
"tZCGrbM-YLM","gala",2,1,2,2016-05-03,"Kylie Jenner on Her First Met Gala | Met Gala 2016",449964,3926,312,310,"Vogue",2423,0.000825423029302518
"tZCGrbM-YLM","met",2,1,2,2016-05-03,"Kylie Jenner on Her First Met Gala | Met Gala 2016",449964,3926,312,310,"Vogue",2423,0.000825423029302518
"nJIws_UV_Cc","scandalous",2,1,2,2016-10-14,"Victoria’s Secret Scandalous & New Scandalous Dare",103619,1832,32,97,"VS",803,0.0024906600249066
"QMx6uNTXG9U","sport",2,1,2,2017-09-26,"The Victoria Sport Angel Max Sport Bra Commercial",2979621,1863,60,121,"VS",803,0.0024906600249066
"_GFkHA5EZdE","73",1,1,1,2017-03-21,"73 Questions With Selena Gomez | Vogue",17947177,405031,10906,19950,"Vogue",2423,0.000412711514651259
"_GFkHA5EZdE","gomez",1,1,1,2017-03-21,"73 Questions With Selena Gomez | Vogue",17947177,405031,10906,19950,"Vogue",2423,0.000412711514651259
"_GFkHA5EZdE","questions",1,1,1,2017-03-21,"73 Questions With Selena Gomez | Vogue",17947177,405031,10906,19950,"Vogue",2423,0.000412711514651259
"_GFkHA5EZdE","selena",1,1,1,2017-03-21,"73 Questions With Selena Gomez | Vogue",17947177,405031,10906,19950,"Vogue",2423,0.000412711514651259
"_GFkHA5EZdE","vogue",1,1,1,2017-03-21,"73 Questions With Selena Gomez | Vogue",17947177,405031,10906,19950,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","bennett",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","creator",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","jenner",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","kendall",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","set",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","taco",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","travis",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","tyler",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_q81QPYDKLE","vogue",1,1,1,2016-12-12,"Kendall Jenner; Tyler, The Creator; and Travis “Taco” Bennett Take Over the Vogue Set",2143580,44411,785,1465,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","bella",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","guide",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","hadid’s",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","jet",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","lag",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","secrets",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","survival",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"_u86npjGe7w","vogue",1,1,1,2016-08-22,"Bella Hadid’s Jet-Lag Beauty Survival Guide | Beauty Secrets | Vogue",6643942,100153,2457,2796,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","family",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","farm",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","home",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","kenya",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","lupita",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","nyong’o",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","visits",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"0NMOdFEIj6o","vogue",1,1,1,2016-09-15,"Lupita Nyong’o Visits Her Family Home and Farm in Kenya | Vogue",1380896,36900,258,2434,"Vogue",2423,0.000412711514651259
"2AjAToIfEPc","73",1,1,1,2016-06-09,"73 Questions With James Corden | Vogue",5126219,79687,761,2773,"Vogue",2423,0.000412711514651259
"2AjAToIfEPc","corden",1,1,1,2016-06-09,"73 Questions With James Corden | Vogue",5126219,79687,761,2773,"Vogue",2423,0.000412711514651259
"2AjAToIfEPc","james",1,1,1,2016-06-09,"73 Questions With James Corden | Vogue",5126219,79687,761,2773,"Vogue",2423,0.000412711514651259
"2AjAToIfEPc","questions",1,1,1,2016-06-09,"73 Questions With James Corden | Vogue",5126219,79687,761,2773,"Vogue",2423,0.000412711514651259
"2AjAToIfEPc","vogue",1,1,1,2016-06-09,"73 Questions With James Corden | Vogue",5126219,79687,761,2773,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","beauty",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","hoyeon",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","jung’s",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","korean",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","lip",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","model",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","perfect",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","secrets",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","skin",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","steps",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","tone",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"2BxbHCg39Sk","vogue",1,1,1,2016-10-20,"Korean Model Hoyeon Jung’s Steps for Perfect Skin and a Two-Tone Lip | Beauty Secrets | Vogue",1653117,40948,494,695,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","gigi",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","hadid",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","jenner",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","kardashian",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","kendall",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","kim",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","mcdonald's",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","nyfw",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","vogue",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"4A1oMb9XIVA","west",1,1,1,2016-03-02,"Kendall Jenner, Gigi Hadid & Kim Kardashian West Do NYFW and McDonald's | Vogue",6891939,84405,2305,1894,"Vogue",2423,0.000412711514651259
"5hpuoMilm_4","73",1,1,1,2018-03-29,"73 Questions With CL | Vogue",2413292,186410,2404,12824,"Vogue",2423,0.000412711514651259
"5hpuoMilm_4","cl",1,1,1,2018-03-29,"73 Questions With CL | Vogue",2413292,186410,2404,12824,"Vogue",2423,0.000412711514651259
"5hpuoMilm_4","questions",1,1,1,2018-03-29,"73 Questions With CL | Vogue",2413292,186410,2404,12824,"Vogue",2423,0.000412711514651259
"5hpuoMilm_4","vogue",1,1,1,2018-03-29,"73 Questions With CL | Vogue",2413292,186410,2404,12824,"Vogue",2423,0.000412711514651259
"6sSQZw6G2yA","73",1,1,1,2018-04-26,"73 Questions With Rosie Huntington-Whiteley | Vogue",1320806,31892,395,1452,"Vogue",2423,0.000412711514651259
"6sSQZw6G2yA","huntington",1,1,1,2018-04-26,"73 Questions With Rosie Huntington-Whiteley | Vogue",1320806,31892,395,1452,"Vogue",2423,0.000412711514651259
"6sSQZw6G2yA","questions",1,1,1,2018-04-26,"73 Questions With Rosie Huntington-Whiteley | Vogue",1320806,31892,395,1452,"Vogue",2423,0.000412711514651259
"6sSQZw6G2yA","rosie",1,1,1,2018-04-26,"73 Questions With Rosie Huntington-Whiteley | Vogue",1320806,31892,395,1452,"Vogue",2423,0.000412711514651259
"6sSQZw6G2yA","vogue",1,1,1,2018-04-26,"73 Questions With Rosie Huntington-Whiteley | Vogue",1320806,31892,395,1452,"Vogue",2423,0.000412711514651259
"6sSQZw6G2yA","whiteley",1,1,1,2018-04-26,"73 Questions With Rosie Huntington-Whiteley | Vogue",1320806,31892,395,1452,"Vogue",2423,0.000412711514651259
"7dbRDavsp6I","73",1,1,1,2017-12-21,"73 Questions With Gina Rodriguez | Vogue",1684335,60137,528,2221,"Vogue",2423,0.000412711514651259
"7dbRDavsp6I","gina",1,1,1,2017-12-21,"73 Questions With Gina Rodriguez | Vogue",1684335,60137,528,2221,"Vogue",2423,0.000412711514651259
"7dbRDavsp6I","questions",1,1,1,2017-12-21,"73 Questions With Gina Rodriguez | Vogue",1684335,60137,528,2221,"Vogue",2423,0.000412711514651259
"7dbRDavsp6I","rodriguez",1,1,1,2017-12-21,"73 Questions With Gina Rodriguez | Vogue",1684335,60137,528,2221,"Vogue",2423,0.000412711514651259
"7dbRDavsp6I","vogue",1,1,1,2017-12-21,"73 Questions With Gina Rodriguez | Vogue",1684335,60137,528,2221,"Vogue",2423,0.000412711514651259
"948MLgRGNyU","3",1,1,1,2017-03-01,"Priyanka Chopra Reveals 3 All-Natural, DIY Skin Secrets | Vogue",10456274,217757,7030,3148,"Vogue",2423,0.000412711514651259
"948MLgRGNyU","chopra",1,1,1,2017-03-01,"Priyanka Chopra Reveals 3 All-Natural, DIY Skin Secrets | Vogue",10456274,217757,7030,3148,"Vogue",2423,0.000412711514651259
"948MLgRGNyU","diy",1,1,1,2017-03-01,"Priyanka Chopra Reveals 3 All-Natural, DIY Skin Secrets | Vogue",10456274,217757,7030,3148,"Vogue",2423,0.000412711514651259
